תחנה:עצמאות חיפה -  , SO2      , PM1      , Spare    , TOLUENE  , Benzen   , 1,3 But  , SHT      , PM2.5    , PM10     , CO       , No2      , Nox      , No       , תאריך  \ שעה             
 , ppb      , g/m3µ    , None     , ppb      , ppb      , ppb      , °c       , µg/m3    , µg/m3    , ppm      , ppb      , ppb      , ppb      ,                          
 , 0.0      , 2        , Down     , 0.59     , 0.13     , Down     , Down     , 10.3     , Down     , 0.3      , 10.5     , 17.4     , 6.7      , 06/06/2018 13:40         
 , 0.0      , 4        , Down     , 0.59     , 0.13     , Down     , Down     , 10.1     , Down     , 0.3      , 10.8     , 15.7     , 5.0      , 06/06/2018 13:45         
 , 0.1      , 6        , Down     , 0.14     , 0.03     , Down     , Down     , 16.3     , Down     , 0.4      , 14.0     , 23.8     , 9.7      , 06/06/2018 13:50         
 , 0.0      , 8        , Down     , 0.02     , 0.00     , Down     , Down     , 19.5     , Down     , 0.3      , 12.2     , 17.8     , 5.8      , 06/06/2018 13:55         
 , 0.0      , 10       , Down     , 0.02     , 0.00     , Down     , Down     , 19.2     , Down     , 0.3      , 13.1     , 20.9     , 7.4      , 06/06/2018 14:00         
 , 0.0      , 8        , Down     , 0.02     , 0.00     , Down     , Down     , 17.5     , Down     , 0.4      , 18.1     , 27.4     , 9.5      , 06/06/2018 14:05         
 , 0.2      , 7        , Down     , 0.02     , 0.00     , Down     , Down     , 20.8     , Down     , 0.3      , 14.0     , 20.6     , 6.7      , 06/06/2018 14:10         
 , 0.0      , 7        , Down     , 0.02     , 0.00     , Down     , Down     , 19.5     , Down     , 0.3      , 15.0     , 21.9     , 6.9      , 06/06/2018 14:15         
 , 0.0      , 8        , Down     , 0.59     , 0.00     , Down     , Down     , 16.6     , Down     , 0.3      , 14.8     , 23.8     , 9.1      , 06/06/2018 14:20         
 , 0.0      , 7        , Down     , 0.73     , 0.00     , Down     , Down     , 13.9     , Down     , 0.5      , 13.0     , 20.1     , 6.9      , 06/06/2018 14:25         
 , 0.0      , 5        , Down     , 0.73     , 0.00     , Down     , Down     , 13.4     , Down     , 0.4      , 15.6     , 25.5     , 9.9      , 06/06/2018 14:30         
 , 0.0      , 4        , Down     , 0.73     , 0.00     , Down     , Down     , 10.2     , Down     , 0.4      , 14.6     , 20.8     , 6.0      , 06/06/2018 14:35         
 , 0.0      , 6        , Down     , 0.73     , 0.00     , Down     , Down     , 3.6      , Down     , 0.3      , 17.8     , 25.0     , 7.6      , 06/06/2018 14:40         
 , 0.0      , 7        , Down     , 0.73     , 0.00     , Down     , Down     , 0.5      , Down     , 0.4      , 14.4     , 24.0     , 9.3      , 06/06/2018 14:45         
 , 0.1      , 8        , Down     , 0.59     , 0.00     , Down     , Down     , 1.5      , Down     , 0.4      , 27.9     , 50.0     , 21.8     , 06/06/2018 14:50         
 , 0.0      , 11       , Down     , 0.55     , 0.00     , Down     , Down     , 5.0      , Down     , 0.4      , 18.1     , 29.2     , 11.7     , 06/06/2018 14:55         
 , 0.0      , 13       , Down     , 0.55     , 0.00     , Down     , Down     , 6.0      , Down     , 0.4      , 23.4     , 41.8     , 18.0     , 06/06/2018 15:00         
 , 0.0      , 12       , Down     , 0.55     , 0.00     , Down     , Down     , 3.7      , Down     , 0.3      , 20.4     , 34.4     , 14.3     , 06/06/2018 15:05         
 , 0.0      , 8        , Down     , 0.55     , 0.00     , Down     , Down     , 4.2      , Down     , 0.4      , 17.1     , 25.2     , 8.1      , 06/06/2018 15:10         
 , 0.1      , 7        , Down     , 0.55     , 0.00     , Down     , Down     , 5.3      , Down     , 0.4      , 17.7     , 27.3     , 9.4      , 06/06/2018 15:15         
 , 0.0      , 8        , Down     , 0.58     , 0.01     , Down     , Down     , 6.8      , Down     , 0.3      , 20.5     , 29.7     , 9.4      , 06/06/2018 15:20         
 , 0.0      , 8        , Down     , 0.58     , 0.01     , Down     , Down     , 9.1      , Down     , 0.4      , 17.1     , 25.6     , 8.4      , 06/06/2018 15:25         
 , 0.4      , 4        , Down     , 0.58     , 0.01     , Down     , Down     , 11.8     , Down     , 0.6      , 24.7     , 49.9     , 24.5     , 06/06/2018 15:30         
 , 0.0      , -1       , Down     , 0.58     , 0.01     , Down     , Down     , 11.0     , Down     , 0.3      , 22.6     , 34.1     , 12.4     , 06/06/2018 15:35         
 , 0.3      , 1        , Down     , 0.58     , 0.01     , Down     , Down     , 9.4      , Down     , 0.4      , 17.9     , 30.4     , 12.2     , 06/06/2018 15:40         
 , 0.0      , 3        , Down     , 0.58     , 0.01     , Down     , Down     , 10.9     , Down     , 0.3      , 20.9     , 28.8     , 8.1      , 06/06/2018 15:45         
 , 0.1      , 4        , Down     , 0.58     , 0.10     , Down     , Down     , 13.0     , Down     , 0.3      , 20.0     , 27.0     , 6.9      , 06/06/2018 15:50         
 , 0.1      , 7        , Down     , 0.57     , 0.12     , Down     , Down     , 16.1     , Down     , 0.4      , 18.0     , 23.8     , 5.9      , 06/06/2018 15:55         
 , 0.0      , 12       , Down     , 0.57     , 0.12     , Down     , Down     , 19.6     , Down     , 0.3      , 19.7     , 26.7     , 6.9      , 06/06/2018 16:00         
 , 0.0      , 12       , Down     , 0.57     , 0.12     , Down     , Down     , 18.8     , Down     , 0.3      , 20.5     , 28.0     , 7.6      , 06/06/2018 16:05         
 , 0.1      , 9        , Down     , 0.57     , 0.12     , Down     , Down     , 18.0     , Down     , 0.4      , 16.6     , 23.2     , 6.6      , 06/06/2018 16:10         
 , 0.0      , 11       , Down     , 0.57     , 0.12     , Down     , Down     , 17.2     , Down     , 0.3      , 14.0     , 18.9     , 5.0      , 06/06/2018 16:15         
 , 0.0      , 14       , Down     , 0.43     , 0.02     , Down     , Down     , 16.4     , Down     , 0.4      , 18.2     , 27.0     , 8.7      , 06/06/2018 16:20         
 , 0.0      , 17       , Down     , 0.40     , 0.00     , Down     , Down     , 15.7     , Down     , 0.3      , 19.5     , 26.4     , 7.0      , 06/06/2018 16:25         
 , 0.0      , 17       , Down     , 0.40     , 0.00     , Down     , Down     , 18.6     , Down     , 0.3      , 13.6     , 17.2     , 3.8      , 06/06/2018 16:30         
 , 0.1      , 13       , Down     , 0.40     , 0.00     , Down     , Down     , 18.3     , Down     , 0.4      , 14.7     , 21.7     , 6.6      , 06/06/2018 16:35         
 , 0.1      , 12       , Down     , 0.40     , 0.00     , Down     , Down     , 18.3     , Down     , 0.3      , 14.1     , 18.4     , 4.5      , 06/06/2018 16:40         
 , 0.1      , 14       , Down     , 0.40     , 0.00     , Down     , Down     , 16.4     , Down     , 0.3      , 15.4     , 20.3     , 4.9      , 06/06/2018 16:45         
 , 0.2      , 14       , Down     , 0.46     , 0.01     , Down     , Down     , 13.2     , Down     , 0.3      , 19.7     , 26.7     , 7.0      , 06/06/2018 16:50         
 , 0.1      , 16       , Down     , 0.47     , 0.01     , Down     , Down     , 13.6     , Down     , 0.3      , 18.3     , 24.0     , 5.8      , 06/06/2018 16:55         
 , 0.1      , 18       , Down     , 0.47     , 0.01     , Down     , Down     , 14.7     , Down     , 0.3      , 19.0     , 24.5     , 5.5      , 06/06/2018 17:00         
 , 0.2      , 19       , Down     , 0.47     , 0.01     , Down     , Down     , 13.6     , Down     , 0.3      , 12.8     , 15.9     , 2.9      , 06/06/2018 17:05         
 , 0.0      , 16       , Down     , 0.47     , 0.01     , Down     , Down     , 14.6     , Down     , 0.3      , 14.8     , 18.1     , 3.4      , 06/06/2018 17:10         
 , 0.2      , 17       , Down     , 0.47     , 0.01     , Down     , Down     , 13.6     , Down     , 0.3      , 13.0     , 15.3     , 2.4      , 06/06/2018 17:15         
 , 0.0      , 18       , Down     , 0.53     , 0.09     , Down     , Down     , 9.1      , Down     , 0.3      , 15.6     , 18.5     , 2.9      , 06/06/2018 17:20         
 , 0.1      , 16       , Down     , 0.54     , 0.11     , Down     , Down     , 8.4      , Down     , 0.3      , 14.8     , 18.1     , 3.3      , 06/06/2018 17:25         
 , 0.0      , 16       , Down     , 0.54     , 0.11     , Down     , Down     , 13.4     , Down     , 0.3      , 12.1     , 13.6     , 1.6      , 06/06/2018 17:30         
 , 0.1      , 11       , Down     , 0.54     , 0.11     , Down     , Down     , 15.9     , Down     , 0.3      , 13.5     , 15.7     , 2.2      , 06/06/2018 17:35         
 , 0.0      , 6        , Down     , 0.54     , 0.11     , Down     , Down     , 17.9     , Down     , 0.3      , 17.2     , 20.7     , 3.2      , 06/06/2018 17:40         
 , 0.0      , 6        , Down     , 0.54     , 0.11     , Down     , Down     , 17.9     , Down     , 0.3      , 13.7     , 14.9     , 1.6      , 06/06/2018 17:45         
 , 0.0      , 6        , Down     , 0.22     , 0.03     , Down     , Down     , 15.1     , Down     , 0.3      , 14.2     , 15.8     , 1.4      , 06/06/2018 17:50         
 , 0.0      , 7        , Down     , 0.13     , 0.01     , Down     , Down     , 15.2     , Down     , 0.3      , 18.5     , 22.8     , 4.0      , 06/06/2018 17:55         
 , 0.0      , 7        , Down     , 0.13     , 0.01     , Down     , Down     , 13.8     , Down     , 0.3      , 17.2     , 18.1     , 1.3      , 06/06/2018 18:00         
 , 0.0      , 8        , Down     , 0.13     , 0.01     , Down     , Down     , 12.6     , Down     , 0.3      , 13.0     , 13.9     , 0.7      , 06/06/2018 18:05         
 , 0.0      , 11       , Down     , 0.13     , 0.01     , Down     , Down     , 13.6     , Down     , 0.3      , 17.0     , 18.4     , 1.2      , 06/06/2018 18:10         
 , 0.0      , 14       , Down     , 0.13     , 0.01     , Down     , Down     , 15.9     , Down     , 0.3      , 34.1     , 40.7     , 6.2      , 06/06/2018 18:15         
 , 0.6      , 14       , Down     , 0.15     , 0.06     , Down     , Down     , 16.3     , Down     , 0.3      , 39.8     , 50.5     , 10.5     , 06/06/2018 18:20         
 , 2.0      , 17       , Down     , 0.15     , 0.07     , Down     , Down     , 18.7     , Down     , 0.3      , 37.7     , 47.2     , 9.5      , 06/06/2018 18:25         
 , 1.2      , 19       , Down     , 0.15     , 0.07     , Down     , Down     , 23.7     , Down     , 0.4      , 43.7     , 60.6     , 17.1     , 06/06/2018 18:30         
 , 1.9      , 22       , Down     , 0.15     , 0.07     , Down     , Down     , 26.6     , Down     , 0.3      , 30.4     , 36.3     , 6.2      , 06/06/2018 18:35         
 , 2.9      , 29       , Down     , 0.15     , 0.07     , Down     , Down     , 28.6     , Down     , 0.3      , 27.9     , 31.6     , 4.1      , 06/06/2018 18:40         
 , 1.8      , 28       , Down     , 0.15     , 0.07     , Down     , Down     , 32.0     , Down     , 0.3      , 20.4     , 21.9     , 1.4      , 06/06/2018 18:45         
 , 1.4      , 30       , Down     , 0.12     , 0.07     , Down     , Down     , 31.5     , Down     , 0.3      , 17.4     , 17.9     , 0.7      , 06/06/2018 18:50         
 , 1.8      , 31       , Down     , 0.11     , 0.07     , Down     , Down     , 29.7     , Down     , 0.3      , 15.8     , 17.0     , 0.9      , 06/06/2018 18:55         
 , 1.1      , 29       , Down     , 0.11     , 0.07     , Down     , Down     , 24.6     , Down     , 0.4      , 25.5     , 28.7     , 3.0      , 06/06/2018 19:00         
 , 0.6      , 26       , Down     , 0.11     , 0.07     , Down     , Down     , 21.0     , Down     , 0.3      , 25.6     , 27.7     , 2.3      , 06/06/2018 19:05         
 , 1.0      , 21       , Down     , 0.11     , 0.07     , Down     , Down     , 17.6     , Down     , 0.3      , 23.0     , 25.6     , 2.6      , 06/06/2018 19:10         
 , 1.7      , 17       , Down     , 0.11     , 0.07     , Down     , Down     , 15.9     , Down     , 0.3      , 22.7     , 24.9     , 2.4      , 06/06/2018 19:15         
 , 1.1      , 14       , Down     , 0.26     , 0.05     , Down     , Down     , 17.9     , Down     , 0.3      , 18.6     , 20.0     , 1.2      , 06/06/2018 19:20         
 , 0.9      , 14       , Down     , 0.30     , 0.05     , Down     , Down     , 18.8     , Down     , 0.3      , 20.8     , 22.2     , 1.6      , 06/06/2018 19:25         
 , 1.6      , 12       , Down     , 0.30     , 0.05     , Down     , Down     , 20.4     , Down     , 0.3      , 17.2     , 18.2     , 0.9      , 06/06/2018 19:30         
 , 1.2      , 12       , Down     , 0.30     , 0.05     , Down     , Down     , 21.2     , Down     , 0.3      , 19.7     , 19.8     , 0.3      , 06/06/2018 19:35         
 , 0.6      , 15       , Down     , 0.30     , 0.05     , Down     , Down     , 21.8     , Down     , 0.3      , 17.0     , 17.1     , 0.1      , 06/06/2018 19:40         
 , 0.5      , 14       , Down     , 0.30     , 0.05     , Down     , Down     , 25.1     , Down     , 0.3      , 16.2     , 16.7     , 0.3      , 06/06/2018 19:45         
 , 1.4      , 17       , Down     , 0.08     , 0.01     , Down     , Down     , 24.2     , Down     , 0.3      , 14.5     , 14.6     , 0.3      , 06/06/2018 19:50         
 , 0.8      , 16       , Down     , 0.02     , 0.00     , Down     , Down     , 20.0     , Down     , 0.3      , 14.2     , 14.5     , 0.3      , 06/06/2018 19:55         
 , 0.3      , 15       , Down     , 0.02     , 0.00     , Down     , Down     , 15.5     , Down     , 0.3      , 16.4     , 17.0     , 0.5      , 06/06/2018 20:00         
 , 0.7      , 15       , Down     , 0.02     , 0.00     , Down     , Down     , 13.9     , Down     , 0.3      , 16.7     , 17.4     , 0.8      , 06/06/2018 20:05         
 , 1.1      , 12       , Down     , 0.02     , 0.00     , Down     , Down     , 11.9     , Down     , 0.3      , 22.2     , 25.4     , 2.8      , 06/06/2018 20:10         
 , 0.6      , 10       , Down     , 0.02     , 0.00     , Down     , Down     , 10.3     , Down     , 0.3      , 25.1     , 26.7     , 1.7      , 06/06/2018 20:15         
 , 0.6      , 6        , Down     , 0.29     , 0.00     , Down     , Down     , 11.2     , Down     , 0.3      , 21.8     , 22.9     , 1.2      , 06/06/2018 20:20         
 , 1.0      , 7        , Down     , 0.36     , 0.00     , Down     , Down     , 10.9     , Down     , 0.3      , 18.3     , 18.9     , 0.8      , 06/06/2018 20:25         
 , 0.7      , 7        , Down     , 0.36     , 0.00     , Down     , Down     , 9.9      , Down     , 0.3      , 20.1     , 22.3     , 2.0      , 06/06/2018 20:30         
 , 0.3      , 7        , Down     , 0.36     , 0.00     , Down     , Down     , 12.8     , Down     , 0.3      , 19.5     , 20.7     , 1.2      , 06/06/2018 20:35         
 , 0.7      , 9        , Down     , 0.36     , 0.00     , Down     , Down     , 16.7     , Down     , 0.3      , 22.5     , 23.6     , 1.0      , 06/06/2018 20:40         
 , 1.3      , 7        , Down     , 0.36     , 0.00     , Down     , Down     , 19.1     , Down     , 0.3      , 22.1     , 23.3     , 1.2      , 06/06/2018 20:45         
 , 0.7      , 8        , Down     , 0.36     , 0.04     , Down     , Down     , 21.3     , Down     , 0.3      , 22.3     , 23.7     , 1.3      , 06/06/2018 20:50         
 , 0.9      , 9        , Down     , 0.36     , 0.05     , Down     , Down     , 20.1     , Down     , 0.3      , 25.0     , 26.2     , 1.3      , 06/06/2018 20:55         
 , 1.5      , 11       , Down     , 0.36     , 0.05     , Down     , Down     , 18.5     , Down     , 0.3      , 18.1     , 18.6     , 0.7      , 06/06/2018 21:00         
 , 1.8      , 14       , Down     , 0.36     , 0.05     , Down     , Down     , 19.5     , Down     , 0.3      , 15.2     , 15.7     , 0.5      , 06/06/2018 21:05         
 , 1.0      , 14       , Down     , 0.36     , 0.05     , Down     , Down     , 21.7     , Down     , 0.3      , 14.6     , 15.2     , 0.3      , 06/06/2018 21:10         
 , 0.7      , 15       , Down     , 0.36     , 0.05     , Down     , Down     , 20.9     , Down     , 0.3      , 20.4     , 21.0     , 0.7      , 06/06/2018 21:15         
 , 1.1      , 17       , Down     , 0.09     , 0.01     , Down     , Down     , 20.0     , Down     , 0.3      , 23.0     , 24.6     , 1.4      , 06/06/2018 21:20         
 , 1.0      , 17       , Down     , 0.02     , 0.00     , Down     , Down     , 18.6     , Down     , 0.3      , 21.6     , 22.5     , 1.1      , 06/06/2018 21:25         
 , 0.4      , 15       , Down     , 0.02     , 0.00     , Down     , Down     , 15.3     , Down     , 0.3      , 20.8     , 22.0     , 1.3      , 06/06/2018 21:30         
 , 0.9      , 15       , Down     , 0.02     , 0.00     , Down     , Down     , 13.3     , Down     , 0.3      , 18.4     , 19.0     , 0.5      , 06/06/2018 21:35         
